,level_0,index,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
1056,1056,0,Cywilizacja: Poprzez wieki,2006,2,4,120,12,,https://cf.geekdo-images.com/3piN3YX4WmBRuIvbEG2Ygg__thumb/img/TDXIygWwAHKc2o90uGnnAhIa7_4=/fit-in/200x150/filters:strip_icc()/pic236169.jpg
1057,1057,0,The Gallerist,2015,1,4,150,13,,https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__thumb/img/O0H84AvXp139U865gRLGiAo9-gA=/fit-in/200x150/filters:strip_icc()/pic2503200.png
1058,1058,0,Pax Pamir: Druga edycja,2019,1,5,120,13,,https://cf.geekdo-images.com/oSM_AuKYfGIwOtKbVEsoVg__thumb/img/NyoufH5YBFCh1rKy4uy76bR4ITk=/fit-in/200x150/filters:strip_icc()/pic4503733.png
1059,1059,0,Android: Netrunner,2012,2,2,45,14,,https://cf.geekdo-images.com/2ewHIIG_TRq8bYlqk0jIMw__thumb/img/IJaOyyQ7Y59tW6nbKbjTMTFt-Ls=/fit-in/200x150/filters:strip_icc()/pic3738560.jpg
1060,1060,0,Aeon's End,2016,1,4,60,14,,https://cf.geekdo-images.com/d50LceHj6LIafa4S_qIsCg__thumb/img/KMFA-gXm_LbZpyXSAHbIZm-eAcQ=/fit-in/200x150/filters:strip_icc()/pic3189350.jpg
1061,1061,0,Lisboa,2017,1,4,120,12,,https://cf.geekdo-images.com/OrHS8_a1CqSGiXeTfCk0Wg__thumb/img/ZBTT0qZcD5HMFlhFN7PLMe6zXvg=/fit-in/200x150/filters:strip_icc()/pic3209553.jpg
1062,1062,0,Robinson Crusoe: Abenteuer auf der verfluchten Insel,2012,1,4,120,14,,https://cf.geekdo-images.com/FbFnaTx3aT5dM18K_bR_Pg__thumb/img/K1ZUx-QNGg-Kkm2D9iUX4bL0-IM=/fit-in/200x150/filters:strip_icc()/pic3165731.jpg
1063,1063,0,Arler Erde,2014,1,2,120,13,,https://cf.geekdo-images.com/0w8go6cfvlpgJKydHUkDtA__thumb/img/0z1o-kU2xYwmVO8oNszdt1V4K54=/fit-in/200x150/filters:strip_icc()/pic2225968.png
1064,1064,0,Crokinole,1876,2,4,30,8,,https://cf.geekdo-images.com/7ejbxsn-UtLl3ehamuAEdw__thumb/img/AX0pNTuAzpUfxlvtwirM6zAK4ws=/fit-in/200x150/filters:strip_icc()/pic79413.jpg
1065,1065,0,Les Charlatans de Belcastel,2018,2,4,45,10,,https://cf.geekdo-images.com/pH5LgRL4mNRon-2NsSDb1Q__thumb/img/E_XspsgbgrVOwOeCuZMO1S8W2rk=/fit-in/200x150/filters:strip_icc()/pic6137509.png
1066,1066,0,Auf den Spuren von Marco Polo,2015,2,4,100,12,,https://cf.geekdo-images.com/n1G7_aWToLAAB7Mqt8iwyA__thumb/img/qfEgrXBN5L1EeMQ91siw6r_OoL4=/fit-in/200x150/filters:strip_icc()/pic2461346.png
1067,1067,0,Dobyvatelé Vesmíru,2007,2,4,60,12,,https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__thumb/img/xLs-ldTPwaADbvzkOpF0sgWzwck=/fit-in/200x150/filters:strip_icc()/pic5261714.jpg
1068,1068,0,A Nyugati Királyság Lovagjai,2019,1,4,120,12,,https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__thumb/img/1gEbke_bKTA6D2jjpPm1HowGGHM=/fit-in/200x150/filters:strip_icc()/pic4462987.png
1069,1069,0,Teotihuacan: Città degli Dei,2018,1,4,120,14,,https://cf.geekdo-images.com/wW5xjgBJcFyLaEWZwrYuKA__thumb/img/MppmP7GtDAfKiB5LiAl-ZtPxOPE=/fit-in/200x150/filters:strip_icc()/pic4583626.jpg
1070,1070,0,Eclipse. Второй рассвет галактики,2020,2,6,200,14,,https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__thumb/img/e9XZdQe1ZcPpaq4Gy31OoWBB_V0=/fit-in/200x150/filters:strip_icc()/pic5235277.jpg
1071,1071,0,Břink!: Velká podzemní loupež,2016,2,4,60,12,,https://cf.geekdo-images.com/DPjV1iI0ygo5Bl3XLNRiIg__thumb/img/O2WnqJew5gNjQqPUH3gqmTBc1pQ=/fit-in/200x150/filters:strip_icc()/pic4449526.jpg
1072,1072,0,7 csoda,2010,2,7,30,10,,https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__thumb/img/ZlG_SRFChObHenw79fAve56_mnk=/fit-in/200x150/filters:strip_icc()/pic860217.jpg
1073,1073,0,Five Tribes,2014,2,4,80,13,,https://cf.geekdo-images.com/dmo-WD6HZHVUPrbVHunaTw__thumb/img/I6KVJlQgS1GfWDPSWAFNqce4Cgc=/fit-in/200x150/filters:strip_icc()/pic2055255.jpg
1074,1074,0,Dominant Species,2010,2,6,240,14,,https://cf.geekdo-images.com/oeygRZntjNUJWvc8SxDfww__thumb/img/PUmSkY6ZKL81b6YuP1U59R3VdRE=/fit-in/200x150/filters:strip_icc()/pic784193.jpg
1075,1075,0,Lords of Waterdeep,2012,2,5,120,12,,https://cf.geekdo-images.com/-hk8f8iGk_DyWyMrfiPBkg__thumb/img/dBqYOO8uLXAumxUGuYtuiRGQ1Y8=/fit-in/200x150/filters:strip_icc()/pic1116080.jpg
1076,1076,0,Agrícola (nueva edición),2016,1,4,120,12,,https://cf.geekdo-images.com/Vf_0TrTfz9yll7rVBvYGsg__thumb/img/booIzVH8Wg4YJa7hIvzgIqwV25Y=/fit-in/200x150/filters:strip_icc()/pic3029377.jpg
1077,1077,0,Keyflower,2012,2,6,120,12,,https://cf.geekdo-images.com/HbfgxDJZQnNEZQKvpmJxQg__thumb/img/5t1MtJEDdhSgtyJlmu3Hu1qR_ZQ=/fit-in/200x150/filters:strip_icc()/pic2278942.jpg
1078,1078,0,Tainted Grail: A Queda de Avalon,2019,1,4,120,14,,https://cf.geekdo-images.com/aAwBzPzta4joKfFZt05hCw__thumb/img/zvV21ZaydrMSEbbYSNXcmw3WmfY=/fit-in/200x150/filters:strip_icc()/pic4385726.jpg
1079,1079,0,Architecten van het Westelijk Koninkrijk,2018,1,5,80,12,,https://cf.geekdo-images.com/OAX7HfOz-9N60StgADzd0g__thumb/img/sBMaoJ-Kz74lJ6djcl-NNMTr0Wo=/fit-in/200x150/filters:strip_icc()/pic3781944.png
1080,1080,0,Caylus,2005,2,5,150,12,,https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__thumb/img/ec9AK_e7FTbxy9tA8er2wW4UnqA=/fit-in/200x150/filters:strip_icc()/pic1638795.jpg
1081,1081,0,El Grande,1995,2,5,120,12,,https://cf.geekdo-images.com/GO282hlXR3RiknU5W4GZjg__thumb/img/3mn0EVxxfT94rit8VHiyEYztGeg=/fit-in/200x150/filters:strip_icc()/pic5373572.png
1082,1082,0,Gran Hotel Austria,2015,2,4,120,12,,https://cf.geekdo-images.com/d4It-gdWY4GZVYSjbq20gQ__thumb/img/b_KgnMcnGbqF9xc3DdfLvVT-6Wo=/fit-in/200x150/filters:strip_icc()/pic2728138.jpg
1083,1083,0,Twilight Imperium: Third Edition,2005,3,6,240,14,,https://cf.geekdo-images.com/MHeQQrbauUVsvh2QF6PMog__thumb/img/9dc8SjfrB38KrNsuHd_JZOXnwYk=/fit-in/200x150/filters:strip_icc()/pic4128153.jpg
1084,1084,0,Battlestar Galactica: Das Brettspiel,2008,3,6,180,14,,https://cf.geekdo-images.com/5Q2w2rFJiFI_uV89KP6ECg__thumb/img/s1BljxEdoxQ1zGYiw05Qa9rg9hI=/fit-in/200x150/filters:strip_icc()/pic354500.jpg
1085,1085,0,Les Contrées de l'horreur,2013,1,8,240,14,,https://cf.geekdo-images.com/oxdsZKIX5_3ovDo38EIaeg__thumb/img/I1oCwOcGxAOVx2VE2LcXuKWoLvY=/fit-in/200x150/filters:strip_icc()/pic1872452.jpg
1086,1086,0,Troyes,2010,1,4,90,12,,https://cf.geekdo-images.com/fBIe-aEPtJKC-ceNlspK6A__thumb/img/Npv5mrWBkjnlKjl_8hGLNk9CCwc=/fit-in/200x150/filters:strip_icc()/pic750583.jpg
1087,1087,0,Mombasa,2015,2,4,150,12,,https://cf.geekdo-images.com/VceWk5QVkgIp6rWDl5qHKQ__thumb/img/_4ZkvkgZey9R2OJOw_TqF426Qew=/fit-in/200x150/filters:strip_icc()/pic2611318.jpg
1088,1088,0,Dominion: Die Intrige,2009,2,6,30,13,,https://cf.geekdo-images.com/OGOmpi0GgwOwH2y28QgkuA__thumb/img/jnSHqOXWLN3PfdpCtnfjf44oTsA=/fit-in/200x150/filters:strip_icc()/pic460011.jpg
1089,1089,0,Felkelő Nap,2018,3,5,120,14,,https://cf.geekdo-images.com/iwevA6XmiNLHn1QnGUucqw__thumb/img/UNKv6MWzJUAwhhP7-ng6HoinRa8=/fit-in/200x150/filters:strip_icc()/pic3880340.jpg
1090,1090,0,A Gyűrűk Ura: Utazások Középföldén,2019,1,5,120,14,,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__thumb/img/iMrsSq7nICZjz1DBXkefq-8E9Js=/fit-in/200x150/filters:strip_icc()/pic4530974.jpg
1091,1091,0,Patchwork,2014,2,2,30,8,,https://cf.geekdo-images.com/wLW7pFn0--20lEizEz5p3A__thumb/img/P49TUiytgjmRAtKsfO7Y3yU_xic=/fit-in/200x150/filters:strip_icc()/pic2270442.jpg
1092,1092,0,Invasores do Mar do Norte,2015,2,4,80,12,,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__thumb/img/vh7ttK5C_kKf5YZNYOY4vfsgXHU=/fit-in/200x150/filters:strip_icc()/pic3578101.jpg
1093,1093,0,Rosyjskie Koleje,2013,2,4,120,12,,https://cf.geekdo-images.com/B0oEVgeqs4_rT8oyb1_Juw__thumb/img/oZkHYUMtcGVwg_gz6OjtuiD3vmU=/fit-in/200x150/filters:strip_icc()/pic1772936.jpg
1094,1094,0,Eufraat & Tigris,1997,2,4,90,12,,https://cf.geekdo-images.com/soAzNVWglCdVBacNjoCTJw__thumb/img/0UPEyOaSFyqEH1ikrSig_218RQ0=/fit-in/200x150/filters:strip_icc()/pic2338267.jpg
1095,1095,0,Lorenzo der Prächtige,2016,2,4,120,12,,https://cf.geekdo-images.com/8G6GkImjt0F_L5aYb8fmtQ__thumb/img/MoUo5LUThQh7CyxGX6QnPBM5zAo=/fit-in/200x150/filters:strip_icc()/pic3175535.jpg
1096,1096,0,A Ilha dos Gatos,2019,1,4,90,8,,https://cf.geekdo-images.com/AuAheDzhkLufiZFE9JaRNA__thumb/img/gENtMHYJDff6XaGGOYw9oSZShCs=/fit-in/200x150/filters:strip_icc()/pic4781085.jpg
1097,1097,0,Codenames,2015,2,8,15,14,,https://cf.geekdo-images.com/F_KDEu0GjdClml8N7c8Imw__thumb/img/yl8iXxSNwguMeg3KkmfFO9SMVVc=/fit-in/200x150/filters:strip_icc()/pic2582929.jpg
1098,1098,0,Trajan,2011,2,4,120,12,,https://cf.geekdo-images.com/djdeCr__iNV5rMnGnxNiaQ__thumb/img/jULoayRVuV3c8cRqKOPsf7oMO5w=/fit-in/200x150/filters:strip_icc()/pic4336095.png
1099,1099,0,Roll for the Galaxy,2014,2,5,45,13,,https://cf.geekdo-images.com/nhoyoLpYPC2b3UiJ5kJ0yg__thumb/img/KVmexHT6N_fquB1CQl9QRNYCvD0=/fit-in/200x150/filters:strip_icc()/pic1473629.jpg
1100,1100,0,Decrypto,2018,3,8,45,12,,https://cf.geekdo-images.com/hHZWXnUTMYDd_KTAM6Jwlw__thumb/img/O5XHaPOALYquS058qcXWVm5b_k4=/fit-in/200x150/filters:strip_icc()/pic3759421.jpg
1101,1101,0,Dominion,2008,2,4,30,13,,https://cf.geekdo-images.com/j6iQpZ4XkemZP07HNCODBA__thumb/img/B2u2ghwlmI_qsUtCwuvcbnBcIqU=/fit-in/200x150/filters:strip_icc()/pic394356.jpg
1102,1102,0,Consulting Detective,1982,1,8,120,13,,https://cf.geekdo-images.com/ptDZ2tJ6dSNiONAx3HH8Tw__thumb/img/TKoDj4fKzLa_m45TCQeDGcBf63o=/fit-in/200x150/filters:strip_icc()/pic3514298.jpg
1103,1103,0,EPIZOotic,2008,2,4,45,8,,https://cf.geekdo-images.com/S3ybV1LAp-8SnHIXLLjVqA__thumb/img/oqViRj6nVxK3m36NluTxU1PZkrk=/fit-in/200x150/filters:strip_icc()/pic1534148.jpg
1104,1104,0,Inis,2016,2,4,90,14,,https://cf.geekdo-images.com/6QE8mnPFmauoj2THsyUYPA__thumb/img/m63hnvHi6jqlva52FGaWbEqzjys=/fit-in/200x150/filters:strip_icc()/pic4739757.jpg
1105,1105,0,Pandemic: Iberia,2016,2,5,45,8,,https://cf.geekdo-images.com/752GFSJLkyDZikThRM6gqQ__thumb/img/ZFIsirWsf8n1HY6fK-zeDYMKE80=/fit-in/200x150/filters:strip_icc()/pic3000850.png
1106,1106,0,Campioni di midgard,2015,2,4,90,10,,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__thumb/img/Ms3h8cBxGzfcKB16q1KPOsmnoG8=/fit-in/200x150/filters:strip_icc()/pic2869714.jpg
1107,1107,0,Břink! Ve vesmíru!: Velká galaktická loupež,2017,2,4,90,12,,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__thumb/img/mn9ypbuCR2pwOSvor46QRXgVImM=/fit-in/200x150/filters:strip_icc()/pic3720843.jpg
1108,1108,0,YOKOHAMA,2016,2,4,90,14,,https://cf.geekdo-images.com/ocI_xrJ7A-cDTTMUoYBNzw__thumb/img/FV_oHALnYd3AHo0FPCfYMkSedBM=/fit-in/200x150/filters:strip_icc()/pic3600984.jpg
1109,1109,0,Kemet,2012,2,5,120,13,,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__thumb/img/930_NppLsnIGUDG_W6wkdOGgKR8=/fit-in/200x150/filters:strip_icc()/pic3979527.jpg
1110,1110,0,Forbidden Stars,2015,2,4,180,14,,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__thumb/img/cudczHrJs0wFKywIHBQ6Fb7D7oY=/fit-in/200x150/filters:strip_icc()/pic2471359.jpg
1111,1111,0,Parki,2019,1,5,60,10,,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__thumb/img/K2AgL-KE_CTcvwahWd7zlt9YR0U=/fit-in/200x150/filters:strip_icc()/pic4852372.jpg
1112,1112,0,Vinhos Deluxe Edition,2016,1,4,135,14,,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__thumb/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg
1113,1113,0,Cartógrafos,2019,1,100,45,10,,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__thumb/img/TTxZzwbna07hMcPQ0xaFtT10egE=/fit-in/200x150/filters:strip_icc()/pic4397932.png
1114,1114,0,Alchemicy,2014,2,4,120,13,,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__thumb/img/-a0oJ_E49V_7PDW78W7KIyS3rF8=/fit-in/200x150/filters:strip_icc()/pic2241156.png
1115,1115,0,Star Wars X-Wing: El juego de miniaturas – Caja Básica,2012,2,2,45,14,,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__thumb/img/idalbLcUm2q9yxVZzRDkLEax5AE=/fit-in/200x150/filters:strip_icc()/pic1603292.jpg
1116,1116,0,Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,17,,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__thumb/img/AT5BHzGvyKq2w84Cw97JX3tDy-I=/fit-in/200x150/filters:strip_icc()/pic2225180.jpg
1117,1117,0,100000 лет до нашей эры,2008,2,4,90,10,,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__thumb/img/MXq3DEKWIozO-PmB4S64BiE5fd0=/fit-in/200x150/filters:strip_icc()/pic1632539.jpg
1118,1118,0,Aeon's End: Für die Ewigkeit,2017,1,4,60,14,,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__thumb/img/UqZx4Zn9Td--__2bRSdCDsddi_s=/fit-in/200x150/filters:strip_icc()/pic3430893.jpg
1119,1119,0,Res Arcana,2019,2,4,60,12,,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__thumb/img/5cPMxq_X6VIO8l2t1_6H7C_KqrU=/fit-in/200x150/filters:strip_icc()/pic4422847.jpg
1120,1120,0,Endeavor:  Le rotte dell'Impero,2018,2,5,90,13,,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__thumb/img/tnCicYCs55D8rwF0RKFaBdXjb44=/fit-in/200x150/filters:strip_icc()/pic3913274.jpg
1121,1121,0,Star Realms,2014,2,2,20,12,,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__thumb/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg
1122,1122,0,Age of Steam,2002,1,6,120,13,,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__thumb/img/aceZ647BbV53Yv7rod9AwpTTst0=/fit-in/200x150/filters:strip_icc()/pic4557340.png
1123,1123,0,Trickerion: Légende de l'illusion,2015,2,4,180,14,,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__thumb/img/C2GPhkDu7fWK6L64MTOaYVRCgS4=/fit-in/200x150/filters:strip_icc()/pic2585510.png
1124,1124,0,Descent: Die Reise ins Dunkel (Zweite Edition),2012,1,5,120,14,,https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__thumb/img/C6XETjkjDq3zebWc7-Rf_WKh2ak=/fit-in/200x150/filters:strip_icc()/pic1180640.jpg
1125,1125,0,Targi,2012,2,2,60,12,,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__thumb/img/6l-jqYlfECK1SVSsUs7FXUheKzQ=/fit-in/200x150/filters:strip_icc()/pic3958793.jpg
1126,1126,0,¡Aventureros al Tren! Europa,2005,2,5,60,8,,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__thumb/img/RDvu2FvsYVVH8icp1VsilUlqUGI=/fit-in/200x150/filters:strip_icc()/pic66668.jpg
1127,1127,0,Istanbul,2014,2,5,60,10,,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__thumb/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg
1128,1128,0,Köszöntünk... álmaid városában!,2018,1,100,25,10,,https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__thumb/img/e3bCyIvM1IOGFYnKGj2jIn5mbKY=/fit-in/200x150/filters:strip_icc()/pic3761012.jpg
1129,1129,0,Dead of Winter: A Crossroads Game,2014,2,5,120,13,,https://cf.geekdo-images.com/g4mV4BH-ZrhMUVgil-yV1A__thumb/img/foFGN8KwmN8BaYNpolq0HcMba4M=/fit-in/200x150/filters:strip_icc()/pic3016500.jpg
1130,1130,0,Caos en el Viejo Mundo,2009,3,4,120,13,,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__thumb/img/hzQEjxV31FkgVXiHwDD8n0wF2I0=/fit-in/200x150/filters:strip_icc()/pic1318481.jpg
1131,1131,0,Clever,2018,1,4,30,8,,https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__thumb/img/6lLy1-ra8knFDyG3FznGUp6WK-M=/fit-in/200x150/filters:strip_icc()/pic4410877.jpg
1132,1132,0,Guerra del Anillo,2004,2,4,120,12,,https://cf.geekdo-images.com/JmdqlBJBynZMOciZzkVIkw__thumb/img/PgSR-5Hd8W6YBrLJLSvOBKH3Sls=/fit-in/200x150/filters:strip_icc()/pic725882.jpg
1133,1133,0,Hansa Teutonica,2009,2,5,90,12,,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__thumb/img/4350nWgj6kTrn8BWFI6cxvts_E0=/fit-in/200x150/filters:strip_icc()/pic839090.jpg
1134,1134,0,É Um Maravilhoso Mundo,2019,1,5,60,14,,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__thumb/img/T2ukKoCUNv2LMxg5GOlOb8WTzNI=/fit-in/200x150/filters:strip_icc()/pic4651175.jpg
1135,1135,0,Der Herr der Ringe: Das Kartenspiel,2011,1,2,60,13,,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__thumb/img/__NGanznvqHKTFhj28S8ZpfLbpc=/fit-in/200x150/filters:strip_icc()/pic906495.jpg
1136,1136,0,Watergate,2019,2,2,60,12,,https://cf.geekdo-images.com/iTBogxNFa3Ymh-6ST3srsw__thumb/img/5vZps-04NqSAuUC4e6-E9M96VxE=/fit-in/200x150/filters:strip_icc()/pic4768766.jpg
1137,1137,0,Pandemic Legacy: Saison 0,2020,2,4,60,14,,https://cf.geekdo-images.com/y0x1zbkpUXjddzWWnhekYw__thumb/img/hj0jDCs-hKfkgqG-oOWu-kM-I6E=/fit-in/200x150/filters:strip_icc()/pic5581457.jpg
1138,1138,0,Jaipur,2009,2,2,30,12,,https://cf.geekdo-images.com/_LTujSe_o16nvjDC-J0seA__thumb/img/82vhODfpxIT03BzW4NkisJ5Unzs=/fit-in/200x150/filters:strip_icc()/pic5100947.jpg
1139,1139,0,Azul: A királyi pavilon,2019,2,4,45,8,,https://cf.geekdo-images.com/843kZ6WR0HfyXWEybA6L7A__thumb/img/sOiQSPo_DM7G1Om0PF1T2Z8ACcA=/fit-in/200x150/filters:strip_icc()/pic4930887.jpg
1140,1140,0,Railroad Tycoon: Das Brettspiel,2005,2,6,120,10,,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__thumb/img/lfoHFV0OafSO8boxKEX8V3Tq5TM=/fit-in/200x150/filters:strip_icc()/pic3869603.jpg
1141,1141,0,Dinosaur Island,2017,1,4,120,8,,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__thumb/img/cHgvJgF-Gr6mgDKj51uPoqbjHQk=/fit-in/200x150/filters:strip_icc()/pic3429338.png
1142,1142,0,Avalon,2012,5,10,30,13,,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__thumb/img/RKui79VjUbQAzTWaPu44ytupzDs=/fit-in/200x150/filters:strip_icc()/pic1398895.jpg
1143,1143,0,Cthulhu: A halandó halál,2019,1,5,120,14,,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__thumb/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg
1144,1144,0,Castles of Mad King Ludwig,2014,1,4,90,13,,https://cf.geekdo-images.com/xkOTIpxwGQN4iyvbeqnytQ__thumb/img/kSSz-CQGEZPyiGzAKQCvSDsepRo=/fit-in/200x150/filters:strip_icc()/pic1961827.jpg
1145,1145,0,Der Eiserne Thron: Das Brettspiel (2. Edition),2011,3,6,240,14,,https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__thumb/img/ZQ9guRvmMgYfseBC3_xNscMOKKo=/fit-in/200x150/filters:strip_icc()/pic1077906.jpg
1146,1146,0,Xia: Legends of a Drift System,2014,3,5,180,12,,https://cf.geekdo-images.com/6uEBiPxMH8gfGJ6f3HLNGg__thumb/img/F_7LgdP3BKQVdrYHfIAoMu12G8c=/fit-in/200x150/filters:strip_icc()/pic1807124.png
1147,1147,0,Memoir '44,2004,2,8,60,8,,https://cf.geekdo-images.com/chfLNSL0l7afCA5go9pAtA__thumb/img/hS1XE61e9MpzeJWfh1mdwT2gxQc=/fit-in/200x150/filters:strip_icc()/pic43663.jpg
1148,1148,0,Módl się i pracuj,2011,1,4,180,13,,https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__thumb/img/mvTvon7ry-QKtYenVgg0LYUtdRc=/fit-in/200x150/filters:strip_icc()/pic5089618.jpg
1149,1149,0,Ganges,2017,2,4,75,12,,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__thumb/img/dPZ7zqlIVCt4xiWfISkpujiwKwk=/fit-in/200x150/filters:strip_icc()/pic3646165.jpg
1150,1150,0,This War of Mine,2017,1,6,120,18,,https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__thumb/img/qmypl6agXd78n1_vAiO5LZcCXHc=/fit-in/200x150/filters:strip_icc()/pic3315915.jpg
1151,1151,0,La Course vers El Dorado,2017,2,4,60,10,,https://cf.geekdo-images.com/IGH076JpcXRnqkO4bpcXrg__thumb/img/fwdEWE5y96cgq5s1UfUSKYUX61A=/fit-in/200x150/filters:strip_icc()/pic3617168.jpg
1152,1152,0,Cosmic Encounter,2008,3,5,120,12,,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__thumb/img/gE--xqnuor4bft2J361zxJJGCjM=/fit-in/200x150/filters:strip_icc()/pic1521633.jpg
1153,1153,0,Commands & Colors: Ancients,2006,2,2,60,12,,https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__thumb/img/Ti0K9F5Hsh6mE4OiYKuTASpC844=/fit-in/200x150/filters:strip_icc()/pic132447.jpg
1154,1154,0,Sagrada,2017,1,4,45,14,,https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__thumb/img/1m4aryOW1MOpq-8jGkF6gDTJmCY=/fit-in/200x150/filters:strip_icc()/pic3525224.jpg
1155,1155,0,Bűnügyi Krónikák,2018,1,4,90,14,,https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__thumb/img/QFzbDlFGzK3yRZNLnRr4YzHwEuY=/fit-in/200x150/filters:strip_icc()/pic4317519.jpg
1156,1156,0,Magic: Die Zusammenkunft,1993,2,2,20,13,,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__thumb/img/TtlQgYxLTPyYQWJvruMHfwKPReE=/fit-in/200x150/filters:strip_icc()/pic163749.jpg
1157,1157,0,Detective: A Modern Crime Board Game,2018,1,5,180,16,,https://cf.geekdo-images.com/wJphcoCCYScWCNkE32D_hw__thumb/img/9FV7H95C0vPv_y60nitZVlMTTgc=/fit-in/200x150/filters:strip_icc()/pic5756205.jpg
1158,1158,0,Ainult Üks,2018,3,7,20,8,,https://cf.geekdo-images.com/qKcKjHpzAvLddwBhyindag__thumb/img/HhZu2qLp9wyX9PNgvmDE8_hCl-0=/fit-in/200x150/filters:strip_icc()/pic4268499.jpg
1159,1159,0,Suburbia,2012,1,4,90,8,,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__thumb/img/LmYQpfDR6ds-9jGknAgbqjwuVs8=/fit-in/200x150/filters:strip_icc()/pic6009608.png
1160,1160,0,Bliżej i Dalej,2017,2,4,120,13,,https://cf.geekdo-images.com/lm8OOgJupqd3Q-fZ3DsQhw__thumb/img/mZV5Pve42U5PlK-GkFSDTDXCzdg=/fit-in/200x150/filters:strip_icc()/pic3605785.jpg
1161,1161,0,¡Aventureros al Tren! Paises Nórdicos,2007,2,3,60,8,,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__thumb/img/UdAnNrF2eDo6RXZZwqDm5bT6HPQ=/fit-in/200x150/filters:strip_icc()/pic369616.jpg
1162,1162,0,Nations,2013,1,5,200,14,,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__thumb/img/rJqh_lHJ45NZHtxC5uq8xH2_Hzk=/fit-in/200x150/filters:strip_icc()/pic1591406.png
