,rank,id,name_x,description,bggrating,avgrating,numvoter,date,Index,name_y,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
534,535,293141,King of Tokyo: Dark Edition,Fight for dominance in this upgraded pulp edition of a dice-rolling monster battle.,6.855,7.85,2485,2021-08-10,534,King of Tokyo: Dark Edition,2020,2,6,30,8,,https://cf.geekdo-images.com/mTn-dbIPgdf-_l668UGi_g__thumb/img/yxdiI1ZfNRlXmO_GQr8dFqBnxIs=/fit-in/200x150/filters:strip_icc()/pic5031257.jpg
535,536,10547,Betrayal at House on the Hill,Explore a haunted house as a team ... until one of you turns against the rest.,6.853,7.06,38198,2021-08-10,535,Betrayal at House on the Hill,2004,3,6,60,12,,https://cf.geekdo-images.com/lqmt2Oti_qJS65XqHcB8AA__thumb/img/EDOmDbRhLy4za2PHkJ5IbhNxZmk=/fit-in/200x150/filters:strip_icc()/pic5146864.png
536,537,180511,Shakespeare,"Dazzle the London crowds as you write, cast and stage your play in one glorious week.",6.853,7.44,3910,2021-08-10,536,Shakespeare,2015,1,4,90,13,,https://cf.geekdo-images.com/37zrXPBAfqnS6CyeKTYiIw__thumb/img/63aUA3o6a1Q5U4pW3NR8aa_5Szo=/fit-in/200x150/filters:strip_icc()/pic2583214.jpg
537,538,224710,Zombicide: Green Horde,"Fight infected orcs and goblins amidst hedges, flooded streets and heavy artillery.",6.851,7.79,3098,2021-08-10,537,Zombicide: Green Horde,2018,1,6,60,14,,https://cf.geekdo-images.com/rtJTab2_kHN2k4_nUddRTQ__thumb/img/H17dequj7LYB-NKcZo352sAxQ3k=/fit-in/200x150/filters:strip_icc()/pic3564805.jpg
538,539,37904,Formula D,Use custom dice to race in the cities and on Formula 1 courses.,6.851,7.02,17461,2021-08-10,538,Formula D,2008,2,10,60,8,,https://cf.geekdo-images.com/ScuaQBHRYnsqrwSxSdEdIw__thumb/img/F7CaSsa_MWIbHGCoeZ98apbmFQM=/fit-in/200x150/filters:strip_icc()/pic519914.jpg
539,540,135219,The Battle of Five Armies,"The Climactic Battle of the Hobbit, by the team that brought you War of the Ring!",6.85,7.87,2335,2021-08-10,539,La Bataille des cinq armées,2014,2,2,240,13,,https://cf.geekdo-images.com/SQBx844N1Ay31pm368Ckkg__thumb/img/j5q6CR72Lqv4mkA-G1KKTBa9rYU=/fit-in/200x150/filters:strip_icc()/pic1886964.jpg
540,541,175095,Dawn of the Zeds (Third Edition),Defend Farmingdale against the zombie horde.,6.85,8.21,1760,2021-08-10,540,Dawn of the Zeds (Third Edition),2016,1,5,120,14,,https://cf.geekdo-images.com/WnREnwi-pR72tqDa9-1zBQ__thumb/img/-bedWb_t582j4ghHjJpE7QCE0IU=/fit-in/200x150/filters:strip_icc()/pic4929411.jpg
541,542,50750,Belfort,"Compete with other architects to build the city using dwarves, elves and gnomes.",6.85,7.24,6022,2021-08-10,541,Belfort,2011,2,5,120,12,,https://cf.geekdo-images.com/7EoGJIE03X3_Gxw4AcADJQ__thumb/img/kpieGmBNsObVwNDJtvJsAdEPs1E=/fit-in/200x150/filters:strip_icc()/pic1368514.jpg
542,543,1353,Time's Up!,Get your teammates to guess real & fictional people while clues become more limited.,6.849,7.29,5136,2021-08-10,542,Fíaskó,1999,4,18,90,12,,https://cf.geekdo-images.com/eXgj9wE-fRfd4ZfW6PcjIw__thumb/img/-eVeJ2xAfaLeEtO5EutEIi1Ce5M=/fit-in/200x150/filters:strip_icc()/pic3690440.jpg
543,544,111799,Cuba Libre,Play as one of four factions vying for control of Cuba in card-driven COIN Vol:2.,6.849,7.7,2652,2021-08-10,543,Cuba Libre,2013,1,4,180,14,,https://cf.geekdo-images.com/6z5ZMIVpFUzn1DHhto3RLw__thumb/img/Zsirgs7exejEoHOaAYhUZMALGUU=/fit-in/200x150/filters:strip_icc()/pic1723711.jpg
544,545,121288,Dixit: Journey,"Give a perfect clue to cause some, but not all, to guess your dreamlike card.",6.848,7.41,4256,2021-08-10,544,Dixit: Journey,2012,3,6,30,8,,https://cf.geekdo-images.com/HX0lvc-JiPzf7Nrqp_N-Fw__thumb/img/iInoc-itpaO_STBI1QVQ0B-WWME=/fit-in/200x150/filters:strip_icc()/pic1387599.jpg
545,546,198953,Pax Renaissance,Shrewd Renaissance bankers sway 15-16th Century European powers for personal gains.,6.847,8.03,1965,2021-08-10,545,Pax Renaissance,2016,2,4,120,12,,https://cf.geekdo-images.com/gIHITIenJOCIsO_vQNEE0w__thumb/img/68iODGupr7JuYEYiDofNJzxgEzM=/fit-in/200x150/filters:strip_icc()/pic3009233.jpg
546,547,270673,Silver & Gold,"Flip cards, complete islands and score points in this Flip 'n' Write.",6.846,7.33,4563,2021-08-10,546,Silver & Gold,2019,2,4,20,8,,https://cf.geekdo-images.com/qaQvZdQ3cDdhH29DOwMeiA__thumb/img/UTHxQZPabWfB9p79I0SbA4R3k5c=/fit-in/200x150/filters:strip_icc()/pic4538992.png
547,548,116998,Thunderstone Advance: Towers of Ruin,Defeat an ancient evil protecting and feeding on a thunderstone.,6.845,7.36,4619,2021-08-10,547,Thunderstone Advance: Die Türme des Verderbens,2012,1,5,45,12,,https://cf.geekdo-images.com/vrmT1wjUZ9hPePjPLRsimQ__thumb/img/MSATQAPLQq0PntSurFzM8iphLc0=/fit-in/200x150/filters:strip_icc()/pic1196537.jpg
548,549,262211,Cloudspire,"Use towers, minions, and heroes to help your faction claim an island in the sky.",6.843,8.28,1788,2021-08-10,548,Cloudspire,2019,1,4,180,13,,https://cf.geekdo-images.com/h6QX8IBDV-u0PnCIor_oSg__thumb/img/_ODQtFy3tbgt2Xwo_XCFr3BfVEI=/fit-in/200x150/filters:strip_icc()/pic4992443.png
549,550,70512,Luna,Impress the Moon Priestess by sending novices to Holy Isles surrounding the Temple.,6.841,7.32,4572,2021-08-10,549,Luna,2010,1,4,100,12,,https://cf.geekdo-images.com/tMYWtENCa6qdHg3DLIDqcw__thumb/img/K5WlrHSW_e0JqRhu6Na_D-h5klU=/fit-in/200x150/filters:strip_icc()/pic2538939.png
550,551,193949,Star Trek: Ascendancy,"Romulans, Klingons, and Federation compete for galactic supremacy.",6.84,7.81,2734,2021-08-10,550,Star Trek: Ascendancy,2016,3,3,180,14,,https://cf.geekdo-images.com/0xrgwN5L4u7HOIeY7QzkTg__thumb/img/a53Krylg3gOjVh7EhBMj2BE6HTM=/fit-in/200x150/filters:strip_icc()/pic2963697.jpg
551,552,134726,Smash Up: Awesome Level 9000,"Now you can fight with killer plants, ghosts, steampunk, and bear cavalry!",6.84,7.25,6580,2021-08-10,551,Smash Up: Awesome Level 9000,2013,2,2,45,12,,https://cf.geekdo-images.com/nrf1jXPvkRnxYpGLAg51Xg__thumb/img/PUG0o8a1BjrQfcem_Cj5Hb6oBcw=/fit-in/200x150/filters:strip_icc()/pic1497102.jpg
552,553,3201,Lord of the Rings: The Confrontation,Hide your force and your intentions from the opponent as light faces off against dark,6.8389999999999995,7.19,6601,2021-08-10,552,Der Herr der Ringe: Die Entscheidung,2002,2,2,30,12,,https://cf.geekdo-images.com/_hBlhE0at6aow5G1I8-NMg__thumb/img/bsfevmaHrJxqdDW-OKfWKy9eUdM=/fit-in/200x150/filters:strip_icc()/pic69357.jpg
553,554,21763,Mr. Jack,The investigator tries to eliminate suspects while Jack tries to escape and hide.,6.837999999999999,7.01,15730,2021-08-10,553,Mr. Jack,2006,2,2,30,9,,https://cf.geekdo-images.com/CDdF4xOQJsNK0gX8-tBdCQ__thumb/img/5b44BrekfAQznAhRIOSPDtwHMsg=/fit-in/200x150/filters:strip_icc()/pic3066125.jpg
554,555,126792,Myrmes,Your colony of ants lay pheromones to control the land while building your anthill!,6.836,7.28,5138,2021-08-10,554,Myrmes,2012,2,4,120,13,,https://cf.geekdo-images.com/irYtV0aFZFz-UlhV1uMNOg__thumb/img/pc-1nA3dBW6e1KBluTMb4FRTTbI=/fit-in/200x150/filters:strip_icc()/pic1370050.jpg
555,556,65532,Defenders of the Realm,Fantasy heroes join forces and cards to defeat the ever advancing enemy hordes.,6.835,7.3,5236,2021-08-10,555,Defenders of the Realm,2010,1,4,90,13,,https://cf.geekdo-images.com/jWHk6CdY_Z8gr12LzuLBcg__thumb/img/Y_Zw1i5p9W6LAqkK82Ryows7i4g=/fit-in/200x150/filters:strip_icc()/pic649329.jpg
556,557,46,Medici,A brutal bidding war cloaked by light theme of Renaissance trading.,6.835,7.15,7281,2021-08-10,556,Medici,1995,2,6,60,10,,https://cf.geekdo-images.com/1njrltRuw3DrS0gNNu02Dg__thumb/img/FUuOaqHk3ohszzJvf8EcN7dphus=/fit-in/200x150/filters:strip_icc()/pic2672797.jpg
557,558,30380,Cuba,"In pre-revolution Cuba, produce and ship goods, and influence the Parliament to help.",6.835,7.14,7960,2021-08-10,557,Cuba,2007,2,5,120,10,,https://cf.geekdo-images.com/nRp3AZhQD99Ajp5-96km-w__thumb/img/TzUSSWoa5l4MBLwr4vBRBo5zyg8=/fit-in/200x150/filters:strip_icc()/pic1205385.jpg
558,559,173064,Leaving Earth,Space agencies launch realistic rockets to explore space and nearby planets.,6.834,7.8,2461,2021-08-10,558,Leaving Earth,2015,1,5,180,15,,https://cf.geekdo-images.com/rpjQ2X1g2fau-VsgAYvo2A__thumb/img/Mryb8qHHoDA9nYeA0K8gKugHCWw=/fit-in/200x150/filters:strip_icc()/pic2624698.jpg
559,560,256952,Zombie Kidz Evolution,Save the school from a cartoonish zombie horde. Unlock fun new content as you play!,6.832999999999999,7.84,2421,2021-08-10,559,Zombie Kidz Evolúció,2018,2,4,15,7,,https://cf.geekdo-images.com/Iwv0Vg8FXIKlEr8xKsapIQ__thumb/img/LbMfaYV0-_2yRXvl6D8pjXa86IY=/fit-in/200x150/filters:strip_icc()/pic4334067.jpg
560,561,220,High Society,"Show off by splurging on expensive indulgences, but avoid overspending and scandal.",6.832999999999999,7.07,9513,2021-08-10,560,Alta società,1995,3,5,30,10,,https://cf.geekdo-images.com/_3wm5Ikl8NtF6oTQ5KT-1g__thumb/img/m5NSJT2r-BoSXYt9d1wQGT4dbUA=/fit-in/200x150/filters:strip_icc()/pic3894197.jpg
561,562,5782,Coloretto,"Collect colorful chameleons, but be careful! Don't take too many types.",6.831,6.97,18362,2021-08-10,561,Coloretto,2003,2,5,30,8,,https://cf.geekdo-images.com/Z_C3ujE0BcRpbQjDd1Vatg__thumb/img/40jfO9cNXB20z1fm6FfSkGf5qVQ=/fit-in/200x150/filters:strip_icc()/pic149765.jpg
562,563,88,Torres,Build towers and populate them with your knights to make it big in the Middle Ages.,6.831,7.11,8875,2021-08-10,562,Torres,1999,2,4,60,12,,https://cf.geekdo-images.com/3pL0cEnaGn7Qwn6F2zvgcQ__thumb/img/IeKXnfVhcsJVKlrQ49bXkEEZDj8=/fit-in/200x150/filters:strip_icc()/pic3371593.jpg
563,564,107529,Kingdom Builder,Use special placement rules and variable scoring goals to build the best kingdom.,6.827999999999999,6.96,20281,2021-08-10,563,Kingdom Builder,2011,2,4,45,8,,https://cf.geekdo-images.com/kJOP_BICVX-88sKqFRh9PQ__thumb/img/KwrWpSRncnCE0cEldldyVQ-0Cdk=/fit-in/200x150/filters:strip_icc()/pic1152359.jpg
564,565,160495,ZhanGuo,Carefully manage civil unrest while rebuilding China for the Emperor.,6.827999999999999,7.59,2913,2021-08-10,564,ZhanGuo,2014,2,4,120,12,,https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__thumb/img/80v16ohwO4WQNiR6Yoo_9IHI2NY=/fit-in/200x150/filters:strip_icc()/pic2242246.jpg
565,566,181521,Warhammer Quest: The Adventure Card Game,"Roll dice, pick skills, & smash vermin in a grim & dark narrative adventure.",6.827000000000001,7.36,5009,2021-08-10,565,Warhammer Quest: Das Abenteuer-Kartenspiel,2015,1,4,60,14,,https://cf.geekdo-images.com/iZTS0-aD6KRvXxtYbbdODQ__thumb/img/FQdBjbA45KEJPG-36gWOn92uu4c=/fit-in/200x150/filters:strip_icc()/pic2625794.jpg
566,567,155624,Specter Ops,Hide or hunt in this tactical game of cat and mouse!,6.827000000000001,7.23,5759,2021-08-10,566,Specter Ops,2015,2,5,120,13,,https://cf.geekdo-images.com/lVFArtZrwFEDo23sDcSMEg__thumb/img/pky3rb47HJv8jcNPjV3jbDB7o4c=/fit-in/200x150/filters:strip_icc()/pic2486481.jpg
567,568,13004,The Downfall of Pompeii,Trouble strikes at the foot of Vesuvius. Creeping lava! Who will survive unscathed?,6.827000000000001,7.13,7558,2021-08-10,567,The Downfall of Pompeii,2004,2,4,45,10,,https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__thumb/img/Ii0rodwBgEzpHofswh32VECo1xk=/fit-in/200x150/filters:strip_icc()/pic1685805.jpg
568,569,113294,Escape: The Curse of the Temple,Run as fast as you can to return the cursed gems before the temple traps you forever.,6.8260000000000005,6.99,15717,2021-08-10,568,Escape: A Templom átka,2012,1,5,10,8,,https://cf.geekdo-images.com/m6269wyfWVa7gZp3oXKx6A__thumb/img/WPqYsCIpVURoB_rdqRLgZptWNV8=/fit-in/200x150/filters:strip_icc()/pic3328521.jpg
569,570,203416,Exit: The Game – The Pharaoh's Tomb,Work out hieroglyphs and clues before this ancient pyramid becomes your tomb.,6.8260000000000005,7.22,5565,2021-08-10,569,EXIT 脱出：ザ・ゲーム　ファラオの玄室,2016,1,6,90,12,,https://cf.geekdo-images.com/fGO2BYF3whgNaSBZMVSO9g__thumb/img/UTICjkO5c4q01KusZw3NePiFvUg=/fit-in/200x150/filters:strip_icc()/pic3332423.jpg
570,571,20963,Fury of Dracula (Second Edition),"The vampire hunters chase Dracula through Europe, while evading his deadly traps.",6.824,7.12,9027,2021-08-10,570,Dracula,2005,2,5,180,10,,https://cf.geekdo-images.com/IPdbwjsYJgokVAjYUa1aWg__thumb/img/IFs-IOi9pkODntXfiXuenUj3NeQ=/fit-in/200x150/filters:strip_icc()/pic1586916.jpg
571,572,100423,Elder Sign,Roll dice to investigate the horrors of Arkham alone or as a group.,6.822,6.98,22640,2021-08-10,571,Das Ältere Zeichen,2011,1,8,90,13,,https://cf.geekdo-images.com/wNCSCl961fMzDUhwetfjTg__thumb/img/sc0S7TSpC40Mg9EEmufj-XqXcBw=/fit-in/200x150/filters:strip_icc()/pic1236119.jpg
572,573,123540,Tokaido,"Travel the famed Tokaido road, visit hot springs, try new food, and paint landscapes.",6.821000000000001,6.98,21402,2021-08-10,572,Tokaido,2012,2,5,45,8,,https://cf.geekdo-images.com/-sUA2HQNFHBxOdzHE6Ywlg__thumb/img/OW3Jp2snfQM6Aq_nwOrKnHpF2hM=/fit-in/200x150/filters:strip_icc()/pic3747956.png
573,574,3307,Wallenstein,"Plan your strategy to control central Europe, but don't forget to feed your armies!",6.82,7.47,3516,2021-08-10,573,Wallenstein,2002,3,5,150,12,,https://cf.geekdo-images.com/WRrzW58eKeIWP1JxIiw2RQ__thumb/img/ufkxSGYcVTbolW6avXuxOmaxMcQ=/fit-in/200x150/filters:strip_icc()/pic358092.jpg
574,575,171499,Cacao,Cultivate and trade the 'fruit of the gods' and lead your tribe to prosperity.,6.819,7.1,8718,2021-08-10,574,Cacao,2015,2,4,45,8,,https://cf.geekdo-images.com/oPxM0e3HTS0rIc-9H496Pg__thumb/img/WCVlv0gzsj8yHAdyLUDKMb_fmBc=/fit-in/200x150/filters:strip_icc()/pic2379288.jpg
575,576,265402,In the Hall of the Mountain King,"Lead a band of trolls to excavate their mountain home, erecting statues for glory.",6.819,7.83,2467,2021-08-10,575,In der Halle des Bergkönigs,2019,2,5,90,12,,https://cf.geekdo-images.com/O85rGsVqqTfrFbcHQCIFHg__thumb/img/td7Xjx0NMeSUrBVm4fBoIweCxjA=/fit-in/200x150/filters:strip_icc()/pic4421569.jpg
576,577,162007,Steampunk Rally,Race in wacky contraptions as a variety of history’s greatest inventors.,6.818,7.22,5951,2021-08-10,576,Odlotowy wyścig,2015,2,8,60,14,,https://cf.geekdo-images.com/x7ZIq-jb6z10UJiv_8wsyg__thumb/img/URNMA8H29TNXaMhjNvxdV4Xvql8=/fit-in/200x150/filters:strip_icc()/pic2073821.jpg
577,578,258036,Between Two Castles of Mad King Ludwig,Help your 2 neighboring players build the wackiest—but highest scoring—castles.,6.816,7.33,4341,2021-08-10,577,Between Two Castles of Mad King Ludwig,2018,2,7,60,10,,https://cf.geekdo-images.com/IwczsFUMHhIyI_39wFaHWw__thumb/img/ZYxFKVVLpPbjfxRw4OXpvQMrQto=/fit-in/200x150/filters:strip_icc()/pic4285717.jpg
578,579,15364,Vegas Showdown,Bid on tiles to build the best casino in all of Las Vegas.,6.812,7.17,6116,2021-08-10,578,Vegas Showdown,2005,3,5,75,12,,https://cf.geekdo-images.com/wM_EthfKjJB4sGapwxZMpA__thumb/img/w1713b_KYUg90TgRgcaG-8Tcr-E=/fit-in/200x150/filters:strip_icc()/pic4599533.jpg
579,580,213893,Yamataï,"Sail through this beautiful archipelago, build vast palaces, and hire specialists.",6.811,7.22,5651,2021-08-10,579,Yamataï,2017,2,4,80,13,,https://cf.geekdo-images.com/3F1FUd4HRn2xLJpXEfmMbA__thumb/img/80Hmhnfjv7BEKgHBNP6rGcM5tfk=/fit-in/200x150/filters:strip_icc()/pic3357724.jpg
580,581,146278,Tash-Kalar: Arena of Legends,Place units in 2D shapes to summon powerful beings and claim a rotating set of goals.,6.808,7.18,6254,2021-08-10,580,Die Arena von Tash-Kalar,2013,2,4,60,13,,https://cf.geekdo-images.com/woifEuhjEe-0VPKtPcwaIw__thumb/img/PwCqGHn47oqbKt7aJdkhKb4JG_A=/fit-in/200x150/filters:strip_icc()/pic1875045.jpg
581,582,9823,Advanced Squad Leader: Starter Kit #1,"Ease yourself into Advanced Squad Leader, the wargame of all wargames.",6.808,7.83,2418,2021-08-10,581,Advanced Squad Leader: Starter Kit #1,2004,2,2,120,13,,https://cf.geekdo-images.com/fdW-dYgzl1IPdW0Bu1aj7Q__thumb/img/ZEfuj9dfmJM6hdOiBw-fxlhb24k=/fit-in/200x150/filters:strip_icc()/pic40772.jpg
582,583,154825,Arkwright,Amass wealth as a manufacturing entrepreneur — embrace the industrial revolution.,6.808,7.85,2055,2021-08-10,582,Arkwright,2014,2,4,240,12,,https://cf.geekdo-images.com/42Arfn__U6EZcAj6biuh4w__thumb/img/zM8pwB0LilhgIQd67L7mOgeZ25o=/fit-in/200x150/filters:strip_icc()/pic2776693.png
583,584,264055,Draftosaurus,A dinosaur park will always attract tourists – if you can place your species right.,6.808,7.17,6424,2021-08-10,583,Draftosaurus,2019,2,5,15,8,,https://cf.geekdo-images.com/JahbLRZ_jEe8P8gisXUtJw__thumb/img/XGKi6qBOizS_IdLqOHny-rf0JZw=/fit-in/200x150/filters:strip_icc()/pic4447676.jpg
584,585,72321,The Networks,"TV executives compete for stars, shows, and ads to ensure their network is #1.",6.807,7.21,5504,2021-08-10,584,The Networks,2016,1,5,90,13,,https://cf.geekdo-images.com/3Mjt1-JxuXV_hamkypi0mw__thumb/img/5KiCIZrcPJ6AkX9FJb0E2RGxM3Y=/fit-in/200x150/filters:strip_icc()/pic2896170.jpg
585,586,699,HeroQuest,"Explore dungeons, complete quests in early boardgame facsimile of D&D.",6.807,7.14,11218,2021-08-10,585,HeroQuest,1989,2,5,90,14,,https://cf.geekdo-images.com/Xs-1y-7jfcx8K1ybu1NkAQ__thumb/img/xcGlbOCL--rjuwQgpZmuQ71dEqI=/fit-in/200x150/filters:strip_icc()/pic338410.jpg
586,587,193558,The Oracle of Delphi,Navigate the Aegean as you race to complete 12 quests to impress Zeus.,6.806,7.3,4362,2021-08-10,586,L'Oracle de Delphes,2016,2,4,100,12,,https://cf.geekdo-images.com/B3wVBSgHz1SW3VfcwbNvIA__thumb/img/z5eHOpwpI70RpFsiFcciqxBtPyk=/fit-in/200x150/filters:strip_icc()/pic3126511.jpg
587,588,269511,Cooper Island,Develop your peninsula and sail as far as you can around the island.,6.805,7.7,2456,2021-08-10,587,Cooper Island,2019,1,4,120,12,,https://cf.geekdo-images.com/YDY6ZHqdRyDMvpfQO_jV7A__thumb/img/AJf9NTVOgyXyntg2jjZW1FuR9aM=/fit-in/200x150/filters:strip_icc()/pic4853982.jpg
588,589,143741,BANG! The Dice Game,A wild west elimination dice game with secret teams.,6.805,6.95,20405,2021-08-10,588,BANG! A kockajáték,2013,3,8,15,8,,https://cf.geekdo-images.com/BLTFau1Ue-gjX6geQdYrjQ__thumb/img/IijBpyOQC760F6XIw34WT0ePqe4=/fit-in/200x150/filters:strip_icc()/pic2909713.jpg
589,590,242574,Century: Eastern Wonders,Explore the high seas to establish new spice trading networks among the islands.,6.803999999999999,7.21,5877,2021-08-10,589,Century: A Kelet Csodái,2018,2,4,45,8,,https://cf.geekdo-images.com/l1xKAcYniMJQNq60H5DdEA__thumb/img/G3If6BTwLAGBZm6u2b-N_YZcZ4k=/fit-in/200x150/filters:strip_icc()/pic3898507.jpg
590,591,68425,Eminent Domain,"Survey planets, trade resources, and gain tech as your deck learns and grows.",6.803999999999999,7.03,9702,2021-08-10,590,Eminent Domain,2011,2,4,45,10,,https://cf.geekdo-images.com/Dn3gJBq-k8Zww4a5yCzgOQ__thumb/img/IuAN5frtRpuyA5ZyueUdG3_DMxs=/fit-in/200x150/filters:strip_icc()/pic1160506.jpg
591,592,168584,Love Letter: Batman,"Deduce your way to survival; either as the dark knight, or as a Gotham villain.",6.803999999999999,7.27,5120,2021-08-10,591,Love Letter: Batman,2015,2,4,20,10,,https://cf.geekdo-images.com/PWa3bk0_hc3h9wes51e2gA__thumb/img/SxEtASAGYnXBmWKaSNtXgUu3f78=/fit-in/200x150/filters:strip_icc()/pic2290765.jpg
592,593,284435,Nova Luna,"Draft tiles to complete adjacency combos in this beautiful, abstract tableau builder.",6.803,7.43,3568,2021-08-10,592,Nova Luna,2019,1,4,60,8,,https://cf.geekdo-images.com/k8OZeKYMN2vVSVCl5FD-UA__thumb/img/lRMeiFcB9C3ivyZlCoPRQe5xKNU=/fit-in/200x150/filters:strip_icc()/pic5382418.jpg
593,594,586,Up Front,World War Two infantry card game based loosely on Squad Leader.,6.8020000000000005,7.87,2169,2021-08-10,593,Up Front,1983,2,3,60,12,,https://cf.geekdo-images.com/WL-MadX53E3tvRul68pfFA__thumb/img/Y3PwO1d75dZZ7Fmmn3KX_wEkbD4=/fit-in/200x150/filters:strip_icc()/pic933161.jpg
594,595,73761,K2,Compete to reach the top of an extremely dangerous Himalayan peak.,6.8,7.05,9335,2021-08-10,594,K2,2010,1,5,60,8,,https://cf.geekdo-images.com/JlUNpGfe_k7FSYLTrh0ovw__thumb/img/jYzh0MuH2xTed0d4z8kNNCXLqsM=/fit-in/200x150/filters:strip_icc()/pic5875489.jpg
595,596,170624,Crusaders: Thy Will Be Done,"Convert the locals, build churches & banks and spread the influence of your order.",6.7989999999999995,7.55,2847,2021-08-10,595,Crusaders: Thy Will Be Done,2018,2,4,60,14,,https://cf.geekdo-images.com/FDJNeXF3PLJDhRHPYXO4GQ__thumb/img/xw2zPE7UtVxcqYcTCphOcPERXAs=/fit-in/200x150/filters:strip_icc()/pic3187849.png
596,597,232219,Dragon Castle,Draft Mahjong-like tiles and place them carefully to create the best castle.,6.7989999999999995,7.19,6032,2021-08-10,596,Dračí palác,2017,2,4,45,8,,https://cf.geekdo-images.com/LvBG5jXW8ZFyllrbyJme-A__thumb/img/rmPTY8XdFru_9M_Ty68j4LpK10A=/fit-in/200x150/filters:strip_icc()/pic3683059.png
597,598,36235,The Duke,"Draw, place, move and flip tiles to capture the enemy Duke.",6.797999999999999,7.38,3835,2021-08-10,597,The Duke,2013,2,2,30,13,,https://cf.geekdo-images.com/dDFcB5lodNZxzxfWsTJtUg__thumb/img/TFdeBRREl0DtKLoCzcT6-Upxy7E=/fit-in/200x150/filters:strip_icc()/pic1688903.jpg
598,599,156336,Onirim (Second Edition),"Find the doors, Dreamwalker! Escape sleep's labyrinth or remain trapped forever.",6.797999999999999,7.08,8502,2021-08-10,598,Onirim (Second Edition),2014,1,2,15,10,,https://cf.geekdo-images.com/1slxfvpKsJ6Y5awUtvUYew__thumb/img/A1cC_OpLB3m26EQFAMnWTjMnkLI=/fit-in/200x150/filters:strip_icc()/pic2257657.png
599,600,432,6 nimmt!,"Choose sequential cards for rows simultaneously, but avoid adding the 6th card!",6.797000000000001,6.92,21735,2021-08-10,599,!شیش قلو,1994,2,10,45,8,,https://cf.geekdo-images.com/JFhLVSRFQ2mtWRNHgbZ3Wg__thumb/img/jqJgikalfbCRPAMpjq4bWH0sj08=/fit-in/200x150/filters:strip_icc()/pic2602138.jpg
600,601,163839,Feudum,"Control guilds, spread influence and feud with other nobles in this medieval sandbox.",6.797000000000001,7.68,2923,2021-08-10,600,Feudum,2017,2,5,180,12,,https://cf.geekdo-images.com/6H7GL6Ce6CIz-_bcFG2zxw__thumb/img/Ioga99IgrC-t_bF80J0FDqcj3oc=/fit-in/200x150/filters:strip_icc()/pic3074532.jpg
601,602,173442,Empires: Age of Discovery,"Colonize, trade, develop and battle to rule the Age of Imperialism.",6.797000000000001,7.88,1961,2021-08-10,601,Empires: Age of Discovery,2015,2,6,150,10,,https://cf.geekdo-images.com/5Z_ZH3J9AcC1cmGce7a2Gw__thumb/img/gGFkuFVIixRjEWT63zBgSVXxNXI=/fit-in/200x150/filters:strip_icc()/pic2420342.jpg
602,603,2163,Space Hulk,,6.797000000000001,7.48,3668,2021-08-10,602,Space Hulk,1989,2,4,45,12,,https://cf.geekdo-images.com/XgVrr2ImtAlnQylHdrzlQg__thumb/img/u_51bjTXk4fpCstKagB93POGjPk=/fit-in/200x150/filters:strip_icc()/pic1411446.jpg
603,604,29603,D-Day at Omaha Beach,Command the US landing forces that storm Omaha Beach on D-Day.,6.795,8.27,1579,2021-08-10,603,D-Day at Omaha Beach,2009,1,2,480,12,,https://cf.geekdo-images.com/2vp4oeiBW3sjV-z3nSXyzg__thumb/img/utiWeznlJb3D2OfBpm-ceLsLr-c=/fit-in/200x150/filters:strip_icc()/pic6112285.jpg
604,605,2955,Mexica,Build the old Aztec city of Tenochtitlan with flowing canals and beautiful temples.,6.794,7.23,5178,2021-08-10,604,Mexica,2002,2,4,90,10,,https://cf.geekdo-images.com/-bOJ-MJseZ4R9SPx-NDrQw__thumb/img/0KYcQBPLgzdLE2UqKjs-6yCtlZg=/fit-in/200x150/filters:strip_icc()/pic2470537.jpg
605,606,22345,Yspahan,Take dice from the tower to stock souks with goods and manipulate the camel train.,6.792999999999999,7.08,7796,2021-08-10,605,Yspahan,2006,2,4,60,8,,https://cf.geekdo-images.com/_hUX-wQKA7Y8NYLitCl3Kw__thumb/img/gB45aMPqMqqTVndQsxm34ofuL40=/fit-in/200x150/filters:strip_icc()/pic244381.jpg
606,607,55600,Shipyard,Build ships that best match your objectives and send them on test runs for points.,6.792999999999999,7.35,3777,2021-08-10,606,Shipyard,2009,2,4,120,11,,https://cf.geekdo-images.com/sPgjX2_W4XDpE0SUv82HsQ__thumb/img/Hal-DG2J9KHoaonkfQK-BU0HUZA=/fit-in/200x150/filters:strip_icc()/pic1809442.jpg
607,608,153016,Telestrations: 12 Player Party Pack,Let the hilarity begin as you try your best to draw and interpret sketches.,6.792999999999999,7.76,2276,2021-08-10,607,Telestrations: 12 Player Party Pack,2011,4,12,30,12,,https://cf.geekdo-images.com/nIbj81W8PSOr4Ei4XgubRg__thumb/img/Sd6GtpueVjrhJehHkwBuZW65LxY=/fit-in/200x150/filters:strip_icc()/pic4740642.jpg
