Index,rank,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
104,105,Inis,2016,2,4,90,14,,https://cf.geekdo-images.com/6QE8mnPFmauoj2THsyUYPA__thumb/img/m63hnvHi6jqlva52FGaWbEqzjys=/fit-in/200x150/filters:strip_icc()/pic4739757.jpg
105,106,Pandemic: Iberia,2016,2,5,45,8,,https://cf.geekdo-images.com/752GFSJLkyDZikThRM6gqQ__thumb/img/ZFIsirWsf8n1HY6fK-zeDYMKE80=/fit-in/200x150/filters:strip_icc()/pic3000850.png
106,107,Campioni di midgard,2015,2,4,90,10,,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__thumb/img/Ms3h8cBxGzfcKB16q1KPOsmnoG8=/fit-in/200x150/filters:strip_icc()/pic2869714.jpg
107,108,Břink! Ve vesmíru!: Velká galaktická loupež,2017,2,4,90,12,,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__thumb/img/mn9ypbuCR2pwOSvor46QRXgVImM=/fit-in/200x150/filters:strip_icc()/pic3720843.jpg
108,109,YOKOHAMA,2016,2,4,90,14,,https://cf.geekdo-images.com/ocI_xrJ7A-cDTTMUoYBNzw__thumb/img/FV_oHALnYd3AHo0FPCfYMkSedBM=/fit-in/200x150/filters:strip_icc()/pic3600984.jpg
109,110,Kemet,2012,2,5,120,13,,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__thumb/img/930_NppLsnIGUDG_W6wkdOGgKR8=/fit-in/200x150/filters:strip_icc()/pic3979527.jpg
110,111,Forbidden Stars,2015,2,4,180,14,,https://cf.geekdo-images.com/WlvyznYhlYNXMtMbKKu1oA__thumb/img/cudczHrJs0wFKywIHBQ6Fb7D7oY=/fit-in/200x150/filters:strip_icc()/pic2471359.jpg
111,112,Parki,2019,1,5,60,10,,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__thumb/img/K2AgL-KE_CTcvwahWd7zlt9YR0U=/fit-in/200x150/filters:strip_icc()/pic4852372.jpg
112,113,Vinhos Deluxe Edition,2016,1,4,135,14,,https://cf.geekdo-images.com/JuyN9UOenAG_BlO-APPpdw__thumb/img/hQLejMza7x_sM1hW24jAocbyqHY=/fit-in/200x150/filters:strip_icc()/pic2649446.jpg
113,114,Cartógrafos,2019,1,100,45,10,,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__thumb/img/TTxZzwbna07hMcPQ0xaFtT10egE=/fit-in/200x150/filters:strip_icc()/pic4397932.png
114,115,Alchemicy,2014,2,4,120,13,,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__thumb/img/-a0oJ_E49V_7PDW78W7KIyS3rF8=/fit-in/200x150/filters:strip_icc()/pic2241156.png
115,116,Star Wars X-Wing: El juego de miniaturas – Caja Básica,2012,2,2,45,14,,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__thumb/img/idalbLcUm2q9yxVZzRDkLEax5AE=/fit-in/200x150/filters:strip_icc()/pic1603292.jpg
116,117,Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,17,,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__thumb/img/AT5BHzGvyKq2w84Cw97JX3tDy-I=/fit-in/200x150/filters:strip_icc()/pic2225180.jpg
117,118,100000 лет до нашей эры,2008,2,4,90,10,,https://cf.geekdo-images.com/elmZegVZ6gp4_5izUgxGQQ__thumb/img/MXq3DEKWIozO-PmB4S64BiE5fd0=/fit-in/200x150/filters:strip_icc()/pic1632539.jpg
118,119,Aeon's End: Für die Ewigkeit,2017,1,4,60,14,,https://cf.geekdo-images.com/H2st1bZH4O0FM46NhKMqyQ__thumb/img/UqZx4Zn9Td--__2bRSdCDsddi_s=/fit-in/200x150/filters:strip_icc()/pic3430893.jpg
119,120,Res Arcana,2019,2,4,60,12,,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__thumb/img/5cPMxq_X6VIO8l2t1_6H7C_KqrU=/fit-in/200x150/filters:strip_icc()/pic4422847.jpg
120,121,Endeavor:  Le rotte dell'Impero,2018,2,5,90,13,,https://cf.geekdo-images.com/YXYqQZ05gC9kNlgX7cbR8g__thumb/img/tnCicYCs55D8rwF0RKFaBdXjb44=/fit-in/200x150/filters:strip_icc()/pic3913274.jpg
121,122,Star Realms,2014,2,2,20,12,,https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__thumb/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg
122,123,Age of Steam,2002,1,6,120,13,,https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__thumb/img/aceZ647BbV53Yv7rod9AwpTTst0=/fit-in/200x150/filters:strip_icc()/pic4557340.png
123,124,Trickerion: Légende de l'illusion,2015,2,4,180,14,,https://cf.geekdo-images.com/9gob752VqEklQFV_gz16hw__thumb/img/C2GPhkDu7fWK6L64MTOaYVRCgS4=/fit-in/200x150/filters:strip_icc()/pic2585510.png
124,125,Descent: Die Reise ins Dunkel (Zweite Edition),2012,1,5,120,14,,https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__thumb/img/C6XETjkjDq3zebWc7-Rf_WKh2ak=/fit-in/200x150/filters:strip_icc()/pic1180640.jpg
125,126,Targi,2012,2,2,60,12,,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__thumb/img/6l-jqYlfECK1SVSsUs7FXUheKzQ=/fit-in/200x150/filters:strip_icc()/pic3958793.jpg
126,127,¡Aventureros al Tren! Europa,2005,2,5,60,8,,https://cf.geekdo-images.com/0K1AOciqlMVUWFPLTJSiww__thumb/img/RDvu2FvsYVVH8icp1VsilUlqUGI=/fit-in/200x150/filters:strip_icc()/pic66668.jpg
127,128,Istanbul,2014,2,5,60,10,,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__thumb/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg
128,129,Köszöntünk... álmaid városában!,2018,1,100,25,10,,https://cf.geekdo-images.com/g4XmxyKhNVdhC3QPd1purQ__thumb/img/e3bCyIvM1IOGFYnKGj2jIn5mbKY=/fit-in/200x150/filters:strip_icc()/pic3761012.jpg
129,130,Dead of Winter: A Crossroads Game,2014,2,5,120,13,,https://cf.geekdo-images.com/g4mV4BH-ZrhMUVgil-yV1A__thumb/img/foFGN8KwmN8BaYNpolq0HcMba4M=/fit-in/200x150/filters:strip_icc()/pic3016500.jpg
130,131,Caos en el Viejo Mundo,2009,3,4,120,13,,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__thumb/img/hzQEjxV31FkgVXiHwDD8n0wF2I0=/fit-in/200x150/filters:strip_icc()/pic1318481.jpg
131,132,Clever,2018,1,4,30,8,,https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__thumb/img/6lLy1-ra8knFDyG3FznGUp6WK-M=/fit-in/200x150/filters:strip_icc()/pic4410877.jpg
132,133,Guerra del Anillo,2004,2,4,120,12,,https://cf.geekdo-images.com/JmdqlBJBynZMOciZzkVIkw__thumb/img/PgSR-5Hd8W6YBrLJLSvOBKH3Sls=/fit-in/200x150/filters:strip_icc()/pic725882.jpg
133,134,Hansa Teutonica,2009,2,5,90,12,,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__thumb/img/4350nWgj6kTrn8BWFI6cxvts_E0=/fit-in/200x150/filters:strip_icc()/pic839090.jpg
134,135,É Um Maravilhoso Mundo,2019,1,5,60,14,,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__thumb/img/T2ukKoCUNv2LMxg5GOlOb8WTzNI=/fit-in/200x150/filters:strip_icc()/pic4651175.jpg
135,136,Der Herr der Ringe: Das Kartenspiel,2011,1,2,60,13,,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__thumb/img/__NGanznvqHKTFhj28S8ZpfLbpc=/fit-in/200x150/filters:strip_icc()/pic906495.jpg
136,137,Watergate,2019,2,2,60,12,,https://cf.geekdo-images.com/iTBogxNFa3Ymh-6ST3srsw__thumb/img/5vZps-04NqSAuUC4e6-E9M96VxE=/fit-in/200x150/filters:strip_icc()/pic4768766.jpg
137,138,Pandemic Legacy: Saison 0,2020,2,4,60,14,,https://cf.geekdo-images.com/y0x1zbkpUXjddzWWnhekYw__thumb/img/hj0jDCs-hKfkgqG-oOWu-kM-I6E=/fit-in/200x150/filters:strip_icc()/pic5581457.jpg
138,139,Jaipur,2009,2,2,30,12,,https://cf.geekdo-images.com/_LTujSe_o16nvjDC-J0seA__thumb/img/82vhODfpxIT03BzW4NkisJ5Unzs=/fit-in/200x150/filters:strip_icc()/pic5100947.jpg
139,140,Azul: A királyi pavilon,2019,2,4,45,8,,https://cf.geekdo-images.com/843kZ6WR0HfyXWEybA6L7A__thumb/img/sOiQSPo_DM7G1Om0PF1T2Z8ACcA=/fit-in/200x150/filters:strip_icc()/pic4930887.jpg
140,141,Railroad Tycoon: Das Brettspiel,2005,2,6,120,10,,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__thumb/img/lfoHFV0OafSO8boxKEX8V3Tq5TM=/fit-in/200x150/filters:strip_icc()/pic3869603.jpg
141,142,Dinosaur Island,2017,1,4,120,8,,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__thumb/img/cHgvJgF-Gr6mgDKj51uPoqbjHQk=/fit-in/200x150/filters:strip_icc()/pic3429338.png
142,143,Avalon,2012,5,10,30,13,,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__thumb/img/RKui79VjUbQAzTWaPu44ytupzDs=/fit-in/200x150/filters:strip_icc()/pic1398895.jpg
143,144,Cthulhu: A halandó halál,2019,1,5,120,14,,https://cf.geekdo-images.com/e8D09pfFsUsoX1D81EeoZg__thumb/img/j03wBmZg1Kp5QaaIu9p-O8XRqeU=/fit-in/200x150/filters:strip_icc()/pic4705171.jpg
144,145,Castles of Mad King Ludwig,2014,1,4,90,13,,https://cf.geekdo-images.com/xkOTIpxwGQN4iyvbeqnytQ__thumb/img/kSSz-CQGEZPyiGzAKQCvSDsepRo=/fit-in/200x150/filters:strip_icc()/pic1961827.jpg
145,146,Der Eiserne Thron: Das Brettspiel (2. Edition),2011,3,6,240,14,,https://cf.geekdo-images.com/M_7UvwZvuxBVjxdadsa5AA__thumb/img/ZQ9guRvmMgYfseBC3_xNscMOKKo=/fit-in/200x150/filters:strip_icc()/pic1077906.jpg
146,147,Xia: Legends of a Drift System,2014,3,5,180,12,,https://cf.geekdo-images.com/6uEBiPxMH8gfGJ6f3HLNGg__thumb/img/F_7LgdP3BKQVdrYHfIAoMu12G8c=/fit-in/200x150/filters:strip_icc()/pic1807124.png
147,148,Memoir '44,2004,2,8,60,8,,https://cf.geekdo-images.com/chfLNSL0l7afCA5go9pAtA__thumb/img/hS1XE61e9MpzeJWfh1mdwT2gxQc=/fit-in/200x150/filters:strip_icc()/pic43663.jpg
148,149,Módl się i pracuj,2011,1,4,180,13,,https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__thumb/img/mvTvon7ry-QKtYenVgg0LYUtdRc=/fit-in/200x150/filters:strip_icc()/pic5089618.jpg
149,150,Ganges,2017,2,4,75,12,,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__thumb/img/dPZ7zqlIVCt4xiWfISkpujiwKwk=/fit-in/200x150/filters:strip_icc()/pic3646165.jpg
150,151,This War of Mine,2017,1,6,120,18,,https://cf.geekdo-images.com/gQOQW7p1RWHzY54Lrs-_pA__thumb/img/qmypl6agXd78n1_vAiO5LZcCXHc=/fit-in/200x150/filters:strip_icc()/pic3315915.jpg
151,152,La Course vers El Dorado,2017,2,4,60,10,,https://cf.geekdo-images.com/IGH076JpcXRnqkO4bpcXrg__thumb/img/fwdEWE5y96cgq5s1UfUSKYUX61A=/fit-in/200x150/filters:strip_icc()/pic3617168.jpg
152,153,Cosmic Encounter,2008,3,5,120,12,,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__thumb/img/gE--xqnuor4bft2J361zxJJGCjM=/fit-in/200x150/filters:strip_icc()/pic1521633.jpg
153,154,Commands & Colors: Ancients,2006,2,2,60,12,,https://cf.geekdo-images.com/qcASDsV-0eNBVipfPhxs7A__thumb/img/Ti0K9F5Hsh6mE4OiYKuTASpC844=/fit-in/200x150/filters:strip_icc()/pic132447.jpg
154,155,Sagrada,2017,1,4,45,14,,https://cf.geekdo-images.com/PZt3EAAGV3dFIVuwMR0AEw__thumb/img/1m4aryOW1MOpq-8jGkF6gDTJmCY=/fit-in/200x150/filters:strip_icc()/pic3525224.jpg
155,156,Bűnügyi Krónikák,2018,1,4,90,14,,https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__thumb/img/QFzbDlFGzK3yRZNLnRr4YzHwEuY=/fit-in/200x150/filters:strip_icc()/pic4317519.jpg
156,157,Magic: Die Zusammenkunft,1993,2,2,20,13,,https://cf.geekdo-images.com/CxJmNl4wR4InjqyNrMdBTw__thumb/img/TtlQgYxLTPyYQWJvruMHfwKPReE=/fit-in/200x150/filters:strip_icc()/pic163749.jpg
157,158,Detective: A Modern Crime Board Game,2018,1,5,180,16,,https://cf.geekdo-images.com/wJphcoCCYScWCNkE32D_hw__thumb/img/9FV7H95C0vPv_y60nitZVlMTTgc=/fit-in/200x150/filters:strip_icc()/pic5756205.jpg
158,159,Ainult Üks,2018,3,7,20,8,,https://cf.geekdo-images.com/qKcKjHpzAvLddwBhyindag__thumb/img/HhZu2qLp9wyX9PNgvmDE8_hCl-0=/fit-in/200x150/filters:strip_icc()/pic4268499.jpg
159,160,Suburbia,2012,1,4,90,8,,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__thumb/img/LmYQpfDR6ds-9jGknAgbqjwuVs8=/fit-in/200x150/filters:strip_icc()/pic6009608.png
160,161,Bliżej i Dalej,2017,2,4,120,13,,https://cf.geekdo-images.com/lm8OOgJupqd3Q-fZ3DsQhw__thumb/img/mZV5Pve42U5PlK-GkFSDTDXCzdg=/fit-in/200x150/filters:strip_icc()/pic3605785.jpg
161,162,¡Aventureros al Tren! Paises Nórdicos,2007,2,3,60,8,,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__thumb/img/UdAnNrF2eDo6RXZZwqDm5bT6HPQ=/fit-in/200x150/filters:strip_icc()/pic369616.jpg
162,163,Nations,2013,1,5,200,14,,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__thumb/img/rJqh_lHJ45NZHtxC5uq8xH2_Hzk=/fit-in/200x150/filters:strip_icc()/pic1591406.png
163,164,Sekigahara: The Unification of Japan,2011,2,2,180,14,,https://cf.geekdo-images.com/eMJAona-uXwh6t2AcugGEg__thumb/img/6qn1NgnJ9inZNfLlrBdWK3FritU=/fit-in/200x150/filters:strip_icc()/pic1063508.jpg
164,165,Combat Commander: Europa,2006,2,2,180,12,,https://cf.geekdo-images.com/uKaL10FK-u9wfYyK6MQaNg__thumb/img/4KyQXL7NMnaXSVYimKkJRCjQ2I8=/fit-in/200x150/filters:strip_icc()/pic992459.jpg
165,166,Descendance,2011,2,4,90,12,,https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__thumb/img/5H-bOQSAtO8LaWI3i3_oG3CQHHg=/fit-in/200x150/filters:strip_icc()/pic2760568.jpg
166,167,T.I.M.E Stories,2015,2,4,90,12,,https://cf.geekdo-images.com/XmwCsjQ3C1Ul53ZN2o8Q-Q__thumb/img/tTU1YVtab-cN5gCdagINowvVA2g=/fit-in/200x150/filters:strip_icc()/pic2617634.png
167,168,Capitán Sonar,2016,2,8,60,14,,https://cf.geekdo-images.com/eVy9IyAVtzzKv2VvPHFPbA__thumb/img/RavsPCF6el7VEaVR1OG5M2ZGCrk=/fit-in/200x150/filters:strip_icc()/pic3013621.png
168,169,Paths of Glory,1999,2,2,480,14,,https://cf.geekdo-images.com/Ip4TygnwFxuR57Vky9ZeZA__thumb/img/6yGJ8gs7e_WwYJc5Y7pXgTBFxF8=/fit-in/200x150/filters:strip_icc()/pic4490515.jpg
169,170,Codenames: Duet,2017,2,2,30,11,,https://cf.geekdo-images.com/0d1EaMVmAiIBROI2QstFSQ__thumb/img/J-thZd7Pbbh1CE8QHcvEE4w8FBE=/fit-in/200x150/filters:strip_icc()/pic3596681.jpg
170,171,Horrified,2019,1,5,60,10,,https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__thumb/img/YSf5Z99aBqAlNKaGBj_oGb1oKH4=/fit-in/200x150/filters:strip_icc()/pic4848330.jpg
171,172,Marco Polo II,2019,2,4,120,12,,https://cf.geekdo-images.com/DAgjwjk6qi1VSzv31MPKaQ__thumb/img/-WWZAnqvN9-nAMz_Di8t3t5xiW4=/fit-in/200x150/filters:strip_icc()/pic4970011.png
172,173,Star Realms: Colony Wars,2015,2,2,20,12,,https://cf.geekdo-images.com/FKEjArvFzBTpPJRvU34t8A__thumb/img/v4xPFJ7qUbkc6f7Dpgsn21ZM5YQ=/fit-in/200x150/filters:strip_icc()/pic4324043.jpg
173,174,Coimbra,2018,2,4,90,14,,https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__thumb/img/-eaAIbixYxRRVj0tDTS1oP_9Njk=/fit-in/200x150/filters:strip_icc()/pic3956079.jpg
174,175,Goharneshan (گوهرنشان),2014,2,4,30,10,,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg
175,176,Atari Go,-2200,2,2,180,8,,https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__thumb/img/COT5I3D_0dKWrSRHChb-SnQl3Zc=/fit-in/200x150/filters:strip_icc()/pic1728832.jpg
176,177,La Granja,2014,1,4,120,12,,https://cf.geekdo-images.com/ufUK_7N_13rYhsIurbbtzg__thumb/img/5EIOSTEfRYq1LtHtSnnR9GFJP_M=/fit-in/200x150/filters:strip_icc()/pic2031777.jpg
177,178,Tai Pan,1991,4,4,60,10,,https://cf.geekdo-images.com/xNjgIMdpcTeZdV_AEk6gSA__thumb/img/2kZT-VVsZUTzeolV2EXdAVVxHHM=/fit-in/200x150/filters:strip_icc()/pic6222031.jpg
178,179,Santorini,2016,2,4,20,8,,https://cf.geekdo-images.com/665Ply7Ho1WVf1v1iZlWeg__thumb/img/BKnSb6kAhpVFHV8cyUXrs3EF_dw=/fit-in/200x150/filters:strip_icc()/pic3283110.png
179,180,Les Aventuriers du Rail,2004,2,5,60,8,,https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__thumb/img/a9rsFV6KR0aun8GobhRU16aU8Kc=/fit-in/200x150/filters:strip_icc()/pic38668.jpg
180,181,Ra,1999,2,5,60,12,,https://cf.geekdo-images.com/1m3z3iX0iVtII8AEMuWOeA__thumb/img/qoWgC_i6XctwTIybaqZ8FldYCn0=/fit-in/200x150/filters:strip_icc()/pic3013552.jpg
181,182,Carcassonne,2000,2,5,45,7,,https://cf.geekdo-images.com/Z3upN53-fsVPUDimN9SpOA__thumb/img/_C5pWATlaq3uS8u7IlFb0WMi_ak=/fit-in/200x150/filters:strip_icc()/pic2337577.jpg
182,183,Kanban: Automotive Revolution,2014,2,4,120,12,,https://cf.geekdo-images.com/rzSmS-GD8_pGl9bWo07FWQ__thumb/img/jo2betPcpo8mVZPIs993TT_nOMo=/fit-in/200x150/filters:strip_icc()/pic5638431.jpg
183,184,Zombicide: Black Plague,2015,1,6,180,14,,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__thumb/img/u5Fuj4SwZhXElCO3VmrNKkAeXX4=/fit-in/200x150/filters:strip_icc()/pic2482309.jpg
184,185,Legendary: A Marvel Deck Building Game,2012,1,5,60,14,,https://cf.geekdo-images.com/ZrRidumkzu62HuwKdgQpHA__thumb/img/Q9zldSDfcsSXiD6SC4MU-dwCl5g=/fit-in/200x150/filters:strip_icc()/pic1430769.jpg
185,186,Cyclades,2009,2,5,90,13,,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__thumb/img/YSxmsx_zxqdVoqNVGsNnAqyH1lc=/fit-in/200x150/filters:strip_icc()/pic584779.jpg
186,187,Burggrafen des Westfrankenreichs,2020,1,4,90,12,,https://cf.geekdo-images.com/kMgSC_kRlJWt3KLj5y0BxQ__thumb/img/2uNYQn2vHuNGrx5-dxc1h7Mh7Do=/fit-in/200x150/filters:strip_icc()/pic5230695.png
187,188,Goa,2004,2,4,90,12,,https://cf.geekdo-images.com/9sbSKcc-Fm8Od5wwuf3kgg__thumb/img/pb63LQr94bzh4Z6ofLNJoijRlxU=/fit-in/200x150/filters:strip_icc()/pic1215969.jpg
188,189,Secret Hitler,2016,5,10,45,13,,https://cf.geekdo-images.com/rAQ3hIXoH6xDcj41v9iqCg__thumb/img/xA2T7PiwN3Z8pwAksicoCOA1tf0=/fit-in/200x150/filters:strip_icc()/pic5164305.jpg
189,190,Die Fürsten von Florenz,2000,2,5,100,12,,https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__thumb/img/xTtSIhQQ2ktO5tvSq5jSx9z3O-8=/fit-in/200x150/filters:strip_icc()/pic1306997.jpg
190,191,Tiranos da Umbreterna,2016,2,4,60,14,,https://cf.geekdo-images.com/F58jczp5xk9CYFimrytXaw__thumb/img/X2ur4XNMdPRURbaziJ8nQmioNGE=/fit-in/200x150/filters:strip_icc()/pic2801874.jpg
191,192,Arcadia Quest,2014,2,4,60,13,,https://cf.geekdo-images.com/8qyLCqvdZkSpT2lEbwVpeg__thumb/img/ELrGgos0zEyITfKR5mpDokYKWAc=/fit-in/200x150/filters:strip_icc()/pic2305263.jpg
192,193,YINSH,2003,2,2,60,9,,https://cf.geekdo-images.com/a9Dco_g83IUWxrpxsw8ibw__thumb/img/2JsnDtb5luvivTuwyHdEkGkxyNs=/fit-in/200x150/filters:strip_icc()/pic2844830.png
193,194,Concordia Venus,2018,2,6,120,12,,https://cf.geekdo-images.com/36WIe0ZHkp5OvHOlB-8vog__thumb/img/C7u2bDi9kOoLkLoYHJ_jr0A928A=/fit-in/200x150/filters:strip_icc()/pic4356580.jpg
194,195,Sushi Go Party!,2016,2,8,20,8,,https://cf.geekdo-images.com/2f9uTicUSXkdPp2Yks6zFw__thumb/img/_mXR9Tlo0f-i80h6pfhDEOBgvpY=/fit-in/200x150/filters:strip_icc()/pic5885689.jpg
195,196,Hrdina v kostce,2016,1,4,90,10,,https://cf.geekdo-images.com/enmQAOQl99U6wiQvZoL5GQ__thumb/img/zdtrILXRjphkt5HYP0tuxzlenG4=/fit-in/200x150/filters:strip_icc()/pic2556921.jpg
196,197,Asesinato en Hong Kong,2014,4,12,20,14,,https://cf.geekdo-images.com/1COY3oeK9aN2_XNimKaNww__thumb/img/8IWDjnSYX-tYAVRgfq-W3y1b_Ww=/fit-in/200x150/filters:strip_icc()/pic3033330.jpg
197,198,Viticulture,2013,2,6,90,13,,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__thumb/img/udscIXtuApQ6rFYHjfAM5zMKfFs=/fit-in/200x150/filters:strip_icc()/pic2619743.jpg
198,199,Calico,2020,1,4,45,10,,https://cf.geekdo-images.com/t8bTlZmxz6PiskMSjcBHcw__thumb/img/TByBGUDO_jNVxDaOviRWOFtu9fk=/fit-in/200x150/filters:strip_icc()/pic4815033.jpg
199,200,Century: Golem Edition,2017,2,5,45,8,,https://cf.geekdo-images.com/1bihoShOuqaCuZJXB3Q2gQ__thumb/img/dvGQkdnwtcwAmcxHR_7J17OsLjQ=/fit-in/200x150/filters:strip_icc()/pic3936124.jpg
200,201,Ciężarówką przez Galaktykę,2007,2,4,60,10,,https://cf.geekdo-images.com/gLFt1Kif5Cfag505_COYYw__thumb/img/WOW_QsRuV1KyP8dLjP0yH6TlpvU=/fit-in/200x150/filters:strip_icc()/pic3926631.jpg
201,202,Martin Wallace's Totally Renamed Train Game,2009,3,5,90,10,,https://cf.geekdo-images.com/IB38fOp0mTvFuvfdHczf0Q__thumb/img/UpyU-hvpdn3Q2b4Y486w2M3CO8I=/fit-in/200x150/filters:strip_icc()/pic392515.jpg
202,203,Space Base,2018,2,5,60,14,,https://cf.geekdo-images.com/yk9yv8hNWlNesafgXAKNDA__thumb/img/ZY90NimPqWUBL4N-REESDizUBrY=/fit-in/200x150/filters:strip_icc()/pic4017302.jpg
203,204,1830: Ferrovie e Capitani d'Industria,1986,2,7,360,14,,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__thumb/img/v_GuoUgKbMTvzcRkTcH6aOH9wWs=/fit-in/200x150/filters:strip_icc()/pic882119.jpg
204,205,Shogun,2006,3,5,120,12,,https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__thumb/img/BcVo6uokndgMSoFdIdEmgu-2C1o=/fit-in/200x150/filters:strip_icc()/pic3336315.jpg
205,206,Insula Skye: De la Căpetenie la Rege,2015,2,5,50,8,,https://cf.geekdo-images.com/GCxsnITFBO1pNXiBYkq_qA__thumb/img/0BJUretj0lJj09f2JjDGrQzmakI=/fit-in/200x150/filters:strip_icc()/pic2524838.jpg
206,207,Flamme Rouge,2016,2,4,45,8,,https://cf.geekdo-images.com/sUrK5CCscls-tTc2hJWDPg__thumb/img/tBSMuRSHRl4M8-dVxcThAC1yXbs=/fit-in/200x150/filters:strip_icc()/pic3482521.jpg
207,208,Glen More II: Chronicles,2019,2,4,120,12,,https://cf.geekdo-images.com/sMRuph3HFUcaSpJZihGZKw__thumb/img/UHuDcnjAwCiXbNfjuY26-EEnG2M=/fit-in/200x150/filters:strip_icc()/pic5841874.jpg
208,209,Hero Realms,2016,2,4,30,12,,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__thumb/img/sMbWo--LyzJw_weK0h1ESSPqdtU=/fit-in/200x150/filters:strip_icc()/pic6162556.png
209,210,Lewis & Clark,2013,1,5,120,14,,https://cf.geekdo-images.com/IiJ1JK6AjlSCKsC8U_DqMw__thumb/img/sRsfWxhyB9hPjkFVSE1y_W_AiP8=/fit-in/200x150/filters:strip_icc()/pic5375937.jpg
210,211,Dicsőség Rómának!,2005,2,5,60,12,,https://cf.geekdo-images.com/S_-n-WRvpzgH-d8xuzJgmg__thumb/img/2KvAr_TOIvW-9DNxlX-KuyL0Fwo=/fit-in/200x150/filters:strip_icc()/pic1079512.png
211,212,21 Flowers,2013,2,2,15,10,,https://cf.geekdo-images.com/jBS8khfYTwTdgNB78pt6dQ__thumb/img/tvWS_hcc_G7tW4yb9MqyyPXBRgE=/fit-in/200x150/filters:strip_icc()/pic2992529.jpg
212,213,Inflexibles: Normandie,2019,2,2,60,14,,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__thumb/img/QbOlBm7DZGP2ZBnGZ-YaD-py-UQ=/fit-in/200x150/filters:strip_icc()/pic4602347.jpg
213,214,1960: Carrera hacia la Casa Blanca,2007,2,2,120,12,,https://cf.geekdo-images.com/p-k_CqUvJzTcMMz4ms7f_Q__thumb/img/LZFIiC173jPXvtxUGeNh9eGedpc=/fit-in/200x150/filters:strip_icc()/pic3499166.jpg
214,215,Champ d'Honneur,2018,2,4,30,14,,https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__thumb/img/5fmJlAM307xX3zozMnStTuWYphI=/fit-in/200x150/filters:strip_icc()/pic4232048.png
